bsnpr_id,canonical_name,normalized_name,apellidos,nombre,nickname,birth_date,birth_year,birth_city,nationality,position,first_season,last_season,n_seasons,has_profile,confidence,source_id,source_url,retrieved_at
1531,"Pagan Marrero, Luis h.","pagan marrero, luis h",Pagan Marrero,Luis h.,,5/1/1958,1958,,,,1975,1981,5,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828223717id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1531&e=,2026-09-08T14:41:32Z
1532,"Mangual Rodriguez, Luis j.","mangual rodriguez, luis j",Mangual Rodriguez,Luis j.,,11/30/1964,1964,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1533,"Brignoni Jr. Lopez, Luis","brignoni jr lopez, luis",Brignoni Jr. Lopez,Luis,,6/20/1984,1984,"Bayamón, Puerto Rico",Puerto Rico,Armador,2006,2008,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20090110023957id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1533&e=,2026-09-08T14:41:34Z
1534,"Avila, Luis m.","avila, luis m",Avila,Luis m.,,,,,,,1957,1958,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829042541id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1534&e=,2026-09-08T14:41:36Z
1535,"Ojeda Clavell, Luis m.","ojeda clavell, luis m",Ojeda Clavell,Luis m.,,8/1/1958,1958,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1536,"Pizarro Maldonado, Luis","pizarro maldonado, luis",Pizarro Maldonado,Luis,Papo,9/16/1965,1965,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1537,"Carrasquillo, Luis manuel","carrasquillo, luis manuel",Carrasquillo,Luis manuel,,10/30/1957,1957,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1538,"Camacho Rosado, Luis o.","camacho rosado, luis o",Camacho Rosado,Luis o.,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1539,"Lopez Salaman, Luis r.","lopez salaman, luis r",Lopez Salaman,Luis r.,,8/30/1972,1972,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1540,"Ortiz, Luis r.","ortiz, luis r",Ortiz,Luis r.,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1541,"Ortiz, Luis ramon","ortiz, luis ramon",Ortiz,Luis ramon,,,,,,,1957,1961,5,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829040353id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1541&e=,2026-09-08T14:41:38Z
1542,"Rivera Gonzalez, Luis ramon","rivera gonzalez, luis ramon",Rivera Gonzalez,Luis ramon,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1543,"Gonzalez, Lulo","gonzalez, lulo",Gonzalez,Lulo,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1544,"Santana, Mague","santana, mague",Santana,Mague,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1545,"Mackey, Malcolm","mackey, malcolm",Mackey,Malcolm,,7/11/1970,1970,,,,1997,2000,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829041753id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1545&e=,2026-09-08T14:41:40Z
1546,"Mackey, Malcolm","mackey, malcolm",Mackey,Malcolm,,7/11/1970,1970,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1547,"Evans Mccary, Malik","evans mccary, malik",Evans Mccary,Malik,,7/5/1973,1973,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1548,"Garraton, Manolo","garraton, manolo",Garraton,Manolo,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1549,"Balzac, Manuel","balzac, manuel",Balzac,Manuel,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1550,"De Jesus Rivera, Manuel","de jesus rivera, manuel",De Jesus Rivera,Manuel,,3/4/1983,1983,"Camuy, Puerto Rico",Puerto Rico,Centro,2001,2017,16,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170715113531id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1550&e=,2026-09-08T14:41:42Z
1551,"Duran Juarbe, Manuel","duran juarbe, manuel",Duran Juarbe,Manuel,,7/21/1961,1961,,,,1983,1992,10,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829041538id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1551&e=,2026-09-08T14:41:44Z
1552,"Fernandez Peña, Manuel","fernandez pena, manuel",Fernandez Peña,Manuel,,11/12/1958,1958,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1553,"Figueroa Asencio, Manuel","figueroa asencio, manuel",Figueroa Asencio,Manuel,,5/19/1966,1966,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1554,"Fraguada Llanova, Manuel","fraguada llanova, manuel",Fraguada Llanova,Manuel,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1555,"Junco De la fuente, Manuel","junco de la fuente, manuel",Junco De la fuente,Manuel,,5/30/1951,1951,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1556,"Medrano Ñunez, Manuel","medrano nunez, manuel",Medrano Ñunez,Manuel,,1/13/1968,1968,,,,1987,1992,6,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828223541id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1556&e=,2026-09-08T14:41:46Z
1557,"Muñoz, Manuel","munoz, manuel",Muñoz,Manuel,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1558,"Ramos, Manuel","ramos, manuel",Ramos,Manuel,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1559,"Rodriguez Molina, Manuel","rodriguez molina, manuel",Rodriguez Molina,Manuel,,10/31/1967,1967,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1560,"Rosario, Manuel","rosario, manuel",Rosario,Manuel,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1561,"Cintron Vega, Manuel","cintron vega, manuel",Cintron Vega,Manuel,manolo,4/1/1963,1963,"Ponce, Puerto Rico",Puerto Rico,Escolta,1981,1991,11,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20170910193622id_/http://www.bsnpr.com/jugadores/jugador.asp?id=1561,2026-09-08T14:41:48Z
1562,"Narvaez Rivera, Manuel Antonio","narvaez rivera, manuel antonio",Narvaez Rivera,Manuel Antonio,,5/12/1981,1981,"Bayamón, Puerto Rico",Puerto Rico,Centro,2000,2013,13,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20140122195655id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1562&e=,2026-09-08T14:41:50Z
1563,"Correa, Manuel l.","correa, manuel l",Correa,Manuel l.,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1564,"Garcia Gonzalez, Marcelino","garcia gonzalez, marcelino",Garcia Gonzalez,Marcelino,,11/6/1966,1966,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1565,"Rosado Ocasio, Marcelino","rosado ocasio, marcelino",Rosado Ocasio,Marcelino,,12/9/1964,1964,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1566,"Trujillo, Marcelo","trujillo, marcelo",Trujillo,Marcelo,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1567,"Velez, Marcos","velez, marcos",Velez,Marcos,,,,,,,1969,1972,4,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829042819id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1567&e=,2026-09-08T14:41:51Z
1568,"Rivera Correa, Marcos","rivera correa, marcos",Rivera Correa,Marcos,pipo,6/13/1955,1955,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1569,"Lopez Flecha, Marcos a.","lopez flecha, marcos a",Lopez Flecha,Marcos a.,,8/2/1961,1961,,,,1985,1985,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828224717id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1569&e=,2026-09-08T14:41:53Z
1570,"Ruiz Rodriguez, Marcos A.","ruiz rodriguez, marcos a",Ruiz Rodriguez,Marcos A.,,6/7/1983,1983,"Bayamón, Puerto Rico",Puerto Rico,Escolta,2004,2009,5,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20090819210337id_/http://bsnpr.com:80/jugadores/jugador.asp?id=1570&e=,2026-09-08T14:41:55Z
1571,"Liberty, Marcus","liberty, marcus",Liberty,Marcus,,10/27/1968,1968,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1572,"Webb, Marcus","webb, marcus",Webb,Marcus,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1573,"Ortiz, Mariano","ortiz, mariano",Ortiz,Mariano,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1574,"Ortiz Marrero, Mariano","ortiz marrero, mariano",Ortiz Marrero,Mariano,tito,7/25/1944,1944,"Toa Baja, Puerto Rico",Puerto Rico,Escolta,1965,1981,17,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20191212151417id_/https://www.bsnpr.com/jugadores/jugador.asp?id=1574,2026-09-08T14:41:57Z
1575,"Butler Graham, Mario Alberto","butler graham, mario alberto",Butler Graham,Mario Alberto,,1/15/1957,1957,"Panama City, Panamá",Panamá,Centro,1980,2008,29,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20090110113911id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1575&e=,2026-09-08T14:41:59Z
1576,"Donaldson, Mario","donaldson, mario",Donaldson,Mario,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1577,"Galves Evers, Mario","galves evers, mario",Galves Evers,Mario,,8/7/1960,1960,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1578,"Godoy Perez, Mario","godoy perez, mario",Godoy Perez,Mario,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1579,"Marrero, Mario","marrero, mario",Marrero,Mario,,,,,,,1966,1971,6,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829042713id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1579&e=,2026-09-08T14:42:01Z
1580,"Mejil, Mario","mejil, mario",Mejil,Mario,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1581,"Sanchez Pares, Mario","sanchez pares, mario",Sanchez Pares,Mario,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1582,"Sanchez Rivera, Mario","sanchez rivera, mario",Sanchez Rivera,Mario,,4/9/1958,1958,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1583,"Torres Toro, Mario","torres toro, mario",Torres Toro,Mario,,3/13/1972,1972,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1584,"Morales Micheo, Mario","morales micheo, mario",Morales Micheo,Mario,quijote,11/13/1957,1957,,,,1980,1993,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1585,"Rodriguez Flores, Mario e.","rodriguez flores, mario e",Rodriguez Flores,Mario e.,henry,3/22/1956,1956,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1586,"Hutton, Mark","hutton, mark",Hutton,Mark,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1587,"Strickland, Mark","strickland, mark",Strickland,Mark,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1588,"Strickland, Mark","strickland, mark",Strickland,Mark,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1589,"Trautman Peters, Mark","trautman peters, mark",Trautman Peters,Mark,,2/10/1966,1966,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1590,"Benson Carrasco, Mark Anthony","benson carrasco, mark anthony",Benson Carrasco,Mark Anthony,,8/17/1968,1968,New York,,Delantero,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1591,"Valderas Wahl, Mark stuart","valderas wahl, mark stuart",Valderas Wahl,Mark stuart,,3/7/1957,1957,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1592,"Santiago, Mark w.","santiago, mark w",Santiago,Mark w.,,9/17/1966,1966,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1593,"Bragg, Marquis","bragg, marquis",Bragg,Marquis,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1594,"Anza, Martin","anza, martin",Anza,Martin,,9/27/1941,1941,,,,1963,1963,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1595,"Jimenez, Martin","jimenez, martin",Jimenez,Martin,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1596,"Rosas Roman, Martin","rosas roman, martin",Rosas Roman,Martin,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1597,"Velez Ortiz, Martin jr","velez ortiz, martin jr",Velez Ortiz,Martin jr,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1598,"Velez Ortiz, Martin jr","velez ortiz, martin jr",Velez Ortiz,Martin jr,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1599,"Alexander, Marvin","alexander, marvin",Alexander,Marvin,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1600,"Stone, Marvin","stone, marvin",Stone,Marvin,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1601,"Freije Sievert, Matt","freije sievert, matt",Freije Sievert,Matt,,10/2/1981,1981,"Overland Park, Kansas",Kansas,Delantero,2006,2009,4,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20090829072335id_/http://bsnpr.com:80/jugadores/jugador.asp?id=1601&e=,2026-09-08T14:42:03Z
1602,"Nover, Matt","nover, matt",Nover,Matt,,,,,,,1998,1998,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829042425id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1602&e=,2026-09-08T14:42:04Z
1603,"Clark, Matthew","clark, matthew",Clark,Matthew,,11/5/1969,1969,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1604,"Fish, Matthew","fish, matthew",Fish,Matthew,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1605,"Carter, Maurice","carter, maurice",Carter,Maurice,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1606,"Andino Amador, Maximo","andino amador, maximo",Andino Amador,Maximo,,11/14/1954,1954,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1607,"Monserrate, Medan","monserrate, medan",Monserrate,Medan,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1608,"England, Melvin","england, melvin",England,Melvin,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1609,"Espada Colon, Melvin","espada colon, melvin",Espada Colon,Melvin,,4/15/1964,1964,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1610,"Hunt, Melvin","hunt, melvin",Hunt,Melvin,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1611,"Johnson, Melvin","johnson, melvin",Johnson,Melvin,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1612,"Robinson, Melvin","robinson, melvin",Robinson,Melvin,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1613,"Simon, Melvin","simon, melvin",Simon,Melvin,,4/27/1971,1971,"Marrero, Louisiana",Louisiana,Delantero,1997,2009,9,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20091209193450id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1613&e=,2026-09-08T14:42:06Z
1614,"Aponte Guzmán, Michael","aponte guzman, michael",Aponte Guzmán,Michael,,7/15/1983,1983,"Arecibo, Puerto Rico",Puerto Rico,Escolta/Alero,2002,2008,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20080803154014id_/http://bsnpr.com:80/jugadores/jugador.asp?id=1614&e=,2026-09-08T14:42:08Z
1615,"Castro Atking, Michael","castro atking, michael",Castro Atking,Michael,,8/19/1983,1983,,,Delantero,2003,2007,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20090405213234id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1615&e=1,2026-09-08T14:42:10Z
1616,"Dias Rivera, Michael","dias rivera, michael",Dias Rivera,Michael,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1617,"Gomez, Michael","gomez, michael",Gomez,Michael,,4/6/1963,1963,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1618,"Guerens Buthenthal, Michael","guerens buthenthal, michael",Guerens Buthenthal,Michael,,5/2/1962,1962,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1619,"Henderson, Michael","henderson, michael",Henderson,Michael,,2/16/1961,1961,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1620,"Mccain Gonzalez, Michael","mccain gonzalez, michael",Mccain Gonzalez,Michael,,8/23/1961,1961,,,,1983,1988,2,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829040453id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1620&e=,2026-09-08T14:42:12Z
1621,"Mcdonald, Michael","mcdonald, michael",Mcdonald,Michael,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1622,"Motten, Michael","motten, michael",Motten,Michael,,,,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070417033701id_/http://www.bsnpr.com:80/estadisticas/enciclopedia.asp,2026-09-08T14:22:06Z
1623,"Rios Garofalo, Michael","rios garofalo, michael",Rios Garofalo,Michael,,,,,,,1993,1993,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070829040755id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1623&e=,2026-09-08T14:42:14Z
1624,"Rivera Cruz, Michael","rivera cruz, michael",Rivera Cruz,Michael,,2/2/1962,1962,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1625,"Santos, Michael","santos, michael",Santos,Michael,,7/17/1956,1956,,,,1982,1987,6,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20171030093450id_/http://www.bsnpr.com/jugadores/jugador.asp?id=1625,2026-09-08T14:42:16Z
1626,"Saulsberry, Michael","saulsberry, michael",Saulsberry,Michael,,,,,,,1995,1995,1,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20070828224213id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1626&e=,2026-09-08T14:42:18Z
1627,"Vicens, Michael","vicens, michael",Vicens,Michael,,7/11/1955,1955,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1628,"Watson Fuentes, Michael","watson fuentes, michael",Watson Fuentes,Michael,,12/24/1980,1980,"Kansas City, Missouri",Missouri,Escolta,2002,2009,7,yes,single-source,wayback_bsnpr_players,https://web.archive.org/web/20091006104719id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1628&e=,2026-09-08T14:42:20Z
1629,"Campbell, Michael","campbell, michael",Campbell,Michael,mike,5/21/1975,1975,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
1630,"Torres Espinosa, Michael","torres espinosa, michael",Torres Espinosa,Michael,mudo,4/8/1961,1961,,,,,,,no,single-source,wayback_bsnpr_players,https://web.archive.org/web/20200601011615id_/https://www.bsnpr.com/estadisticas/enciclopedia.asp,2026-09-08T14:25:42Z
